Name,Description,Reason,Proof,How to Boycott,Alternatives
Standard Life,"Life assurance, pensions and long-terms savings company in the UK which is owned by Phoenix Group.",Standard Life invests in companies selling arms and military equipment to Israel that have been used in the oppression of Palestinians,https://www.ethicalconsumer.org/money-finance/israel-deadly-investments,Don't save or invest with Standard Life. Don't keep your pension with Standard Life. Don't use Standard Life insurance products. Don't work for Standard Life.,
Starbucks,International coffee house chain,Howard Shultz is the largest private owner of Starbucks shares and is a staunch zionist who invests heavily in Israels economy including a recent $1.7 Billion investment in cybersecurity startup Wiz.,https://fortune.com/2021/04/07/wiz-howard-schultz-investment-fundraising-cybersecurity-startups-starbucks-ceo/,Dont buy Starbucks. Dont sell Starbucks On the Go. Don't work for Starbucks.,Caffe Nero.
Sudocrem,"Moisturising cream owned by Israeli pharmaceuticals giant, Teva.",Teva Pharmaceuticals operates in Occupied Palestine,https://www.tevauk.com/patients/our-therapy-areas/consumer-healthcare/,Don't buy Sudocrem products. Don't sell Sudocrem products.,Supermarket own brand products. Pharmacy own brand products. Ask pharmacist for non Teva alternatives.
Surf,Laundry detergent range.,"Surf licence is owned by Unilever. Ben & Jerry's is also owned by Unilever. When Ben & Jerry's decided to stop selling its products in Israel, Unilever sold off the Israeli distribution rights to Avi Zinger to circumvent their decision and to force Ben & Jerry's brand name to continue selling in Israel.",https://www.unilever.com/news/press-and-media/press-releases/2022/unilever-reaches-new-business-arrangement-for-ben-jerrys-in-israel/,Dont buy Surf products. Don't sell Surf products. Don't work for Unilever.,Supermarket own brand products.
Taboola,Taboola is an advertising company which serves ads in 'Around the Web' and 'Recommended For You' boxes at the bottom of many online news articles.,"Taboola's CEO, Adam Singolda, is a staunch zionist who tweets about Palestine supports being ISIS and terrorist sympathisers.",https://twitter.com/AdamSingolda,Don't click on ads on sites that operate Taboola (or outbrain). Don't serve ads by Taboola (or outbrain). Don't advertise through Taboola (or Outbrain).,MuslimAdNetwork.com.
Taco Bell,International fast food chain,Parent company Yum Brands is an investor in Israeli start ups.,"https://www.calcalistech.com/ctech/articles/0,7340,L-3901254,00.html",Dont eat food from Taco Bell restaurants. Dont work in Taco Bell restaurants.,Eat at local family owned businesses.
TAG Heuer,"A luxury watch brand owned by Bernard Arnaults company, LVMH","The owner of TAG Heuer's parent company, LVMH, Bernard Arnault invests hundreds of millions in Israeli companies",https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/,Don't buy TAG Heuer products. Don't sell TAG Heuer products. Don't work for TAG Heuer or LVMH.,
Tampax,Personal care products.,"Tampax is owned by Procter and Gamble, who opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.",https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5,Don't buy Tampax products. Don't sell Tampax products. Don't work for Tampax.,Supermarket own brand products.
Ted Baker,Clothing retailer based in the UK.,"A five-year agreement since 2018 allows Delta Galil to develop, produce and distribute men’s underwear, loungewear and thermal wear for Ted Baker exclusively worldwide.",https://www.businesswire.com/news/home/20180713005434/en/Ted-Baker-Signs-New-Licensing-Agreement-with-Delta-Galil,Don't buy Ted Baker products unless they agree to not use Delta Galil or any other Israeli manufacturer. Don't sell Ted Baker goods. Don't work for Ted Baker.,Non designer label clothing.
Tesco,British multinational groceries and general merchandise retailer,"Tesco is partnering with an Israeli start, Trigo Retail, up to deliver till-less stores with several already open in London. Michael Gabay, the CEO of Trigo is a staunch zionist.",https://www.businesswire.com/news/home/20211018005203/en/Trigo-Powers-Fully-Autonomous-Tesco-Grocery-Store-in-Central-London,"Dont buy Tesco products, especially from their GetGo stores. Pressure Tesco to drop their partnership with Trigo, and to choose a local partner instead.",Asda. Co-op. Aldi. Lidl.
Teva Pharmaceuticals,"Pharmaceuticals, drugs and medicines manufacturer.",Teva Pharmaceuticals operates in Occupied Palestine.,https://www.chemistanddruggist.co.uk/CD017184/Teva-links-to-Israel-prompt-boycott-by-UK-contractors,Don't buy Teva Pharmaceuticals products. Don't sell Teva Pharmaceuticals products. Check the details on packaging before you buy over the counter. Most Teva products are generic drugs and can be substituted for other brands easily. Don't prescribe Teva Pharmaceuticals products.,Ask pharmacist for non Teva alternatives.
Tiffany & Co.,"A fashion brand owned by Bernard Arnaults company, LVMH","The owner of Tiffany & Co.'s parent company, LVMH, Bernard Arnault invests hundreds of millions in Israeli companies",https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/,Don't buy Tiffany & Co. products. Don't sell Tiffany & Co. products. Don't work for Tiffany & Co. or LVMH.,Unbranded oil based fragrances. Non designer clothing and accessories. Lush cosmetics. Huda beauty. Sunnamusk. Local jewellers.
Tim Hortons,International coffee and donut chain,"Tim Hortons is the sister company of Burger King, which supports IDF by providing free food and drinks to Israeli militants. See their instagram post (click translate) for reference.",https://www.instagram.com/p/CyORRWHIqeH/,Dont buy food or coffee at Tim Hortons. Don't work for Tim Hortons.,Caffe Nero.
Tom Ford Beauty,"Cosmetics company, owned by Estee Lauder.","Tom Ford Beauty is owned by Estee Lauder, who's ownership, especially Ronald Lauder, has extremist zionist views and financially and politically supports Israeli occupation of Palestinian land.",https://www.jnf.org/menu-3/speakers-bureau/bio-page?id=830973c9-caae-67a8-a4cf-ff000038378d,"Dont buy products from the vast catalogue of Estee Lauder. Brands include MAC cosmetics, Clinique, Bobbi Brown, Jo Malone, La Mer, Tom Ford Beauty and many more. Don't work for Estee Lauder brands.",Unbranded oil based fragrances. Lush cosmetics. Huda beauty. Sunnamusk.
Tresemme,Self care brand owned by Unilever.,"Tresemme is owned by Unilever. Ben & Jerry's is also owned by Unilever. When Ben & Jerry's decided to stop selling its products in Israel, Unilever sold off the Israeli distribution rights to Avi Zinger to circumvent their decision and to force Ben & Jerry's brand name to continue selling in Israel.",https://www.unilever.com/news/press-and-media/press-releases/2022/unilever-reaches-new-business-arrangement-for-ben-jerrys-in-israel/,Dont buy Tresemme products. Don't sell Tresemme products. Don't work for Unilever.,Supermarket own branded products. Lush cosmetics.
Tropicana,Juice brand owned by PepsiCo,"The owner of Tropicana, PepsiCo, bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.",https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall,Dont buy Tropicana products. Don't sell Tropicana products. Don't work for the PepsiCo Company.,"Supermarket own brand products, eg. Aldi, Asda, Lidl."
Unicef,"International Charity, led by Executive Director Catherine Russell","The head of Unicef, Catherine Russell is married to the chairman of BlackRock investments, one of the largest investors in weapons companies in the world. This is a major conflict of interest and Unicef should not be trusted.","https://en.wikipedia.org/wiki/Catherine_M._Russell#:~:text=Spouse-,Thomas%20E.%20Donilon,-Children",Don't donate to Unicef fundraisers. Don't run Unicef fundraisers in your place of work or community.,Muslims Around The World. Ummah Welfare Trust. One Ummah.
Unilever,"Nutrition, healthcare and personal care product manufacturer and distributer.","Ben & Jerry's is owned by Unilever. When Ben & Jerry's decided to stop selling its products in Israel, Unilever sold off the Israeli distribution rights to Avi Zinger to circumvent their decision and to force Ben & Jerry's brand name to continue selling in Israel.",https://www.unilever.com/news/press-and-media/press-releases/2022/unilever-reaches-new-business-arrangement-for-ben-jerrys-in-israel/,Dont buy Unilever products. Don't sell Unilever products.,"Supermarket own brand products. Eg. Aldi, Lidl."
Urban Decay,"Beauty brand, owned by L'Oreal.","Urban Decay is a brand owned by L'Oreal, which is a 'warm friend of Israel'. After sending a letter to the Arab League with information helping the boycott, they paid a $1.4m fine and issued an apology, before fostering a new relationship with Israel, with heavy investment and even operating a factory in Occupied Palestine.",https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,Don't buy Urban Decay products. Don't sell Urban Decay products. Don't work for L'Oreal Groupe.,Lush cosmetics. Huda beauty.
Valentino Beauty,Partnership between fashion house Valentino and L'Oreal to produce their beauty range.,"Valentino Beauty is a partnership with L'Oreal, which is a 'warm friend of Israel'. After sending a letter to the Arab League with information helping the boycott, they paid a $1.4m fine and issued an apology, before fostering a new relationship with Israel, with heavy investment and even operating a factory in Occupied Palestine.",https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,Don't buy Valentino Beauty products. Don't sell Valentino Beauty products. Don't work for L'Oreal Groupe.,Lush cosmetics. Huda beauty.
Venus,"Personal care products for women, by Gillette","Venus is owned by Procter and Gamble, who opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.",https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5,Don't buy Venus products. Don't sell Venus products. Don't work for Venus.,Supermarket own brand products.
Viber,"Israeli communications company, now owned by japanese firm Rakuten with main operations still in Israel. ","Founder, Talmon Marco, is a zionist who supports IDF operations in Gaza.",https://twitter.com/duras,Don't use Viber to communicate. Don't trust that viber is not sharing data with the Israeli intelligence services. Don't work for Viber.,Telegram.
Vicks,Decongestant procucts.,"Vicks is owned by Procter and Gamble, who opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.",https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5,Don't buy Vicks products. Don't sell Vicks products. Don't work for Vicks.,Supermarket own brand products.
Victorias Secret,"Victorias Secret and PINK are lingerie, loungewear and beauty brands.","Les Wexner who owns L Brands, the parent company of Victorias Secret, is a staunch ally of Israel, and a long time business partner of Jeffrey Epstein, the convicted child trafficker.",https://www.timesofisrael.com/the-relationship-between-epstein-and-jewish-philanthropist-wexner-explained/,"Don't buy Victorias Secret products, including the Pink brand. Don't work for Victorias Secret. Call out Victorias Secret models for being complicit.",Non designer brand underwear.
Viktor & Rolf Beauty,Partnership between fashion house Viktor & Rolf and L'Oreal to produce their beauty range.,"Viktor & Rolf Beauty is a partnership with L'Oreal, which is a 'warm friend of Israel'. After sending a letter to the Arab League with information helping the boycott, they paid a $1.4m fine and issued an apology, before fostering a new relationship with Israel, with heavy investment and even operating a factory in Occupied Palestine.",https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,Don't buy Viktor & Rolf Beauty products. Don't sell Viktor & Rolf Beauty products. Don't work for L'Oreal Groupe.,Unbranded oil based perfumes. Sunnamusk.
Vittel,Vittel is a water brand owned by Nestle.,"The owner of the Vittel brand, Nestle, owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.",https://en.wikipedia.org/wiki/Osem_(company),Don't buy Vittel products. Avoid Nestle products until they divest all operations in Occupied Palestine. Especially avoid any Osem brands such as Sabra and others which can be found via the wikipedia page in the source.,"Supermarket own brand products, eg. Aldi, Asda, Lidl. Saka water (from Turkiye)."
Volvo Heavy Machinery,Swedish heavy machinery manufacturer.,"Volvo heavy machinery has been used in the demolition of Palestinian neighbourhoods in Occupied Palestine, benefiting them commercially from the Israeli occupation. They issued a statement distancing themselves and rejecting responsibility for its sales networks decisions, however, it is still complicit unless it ends its relationship with the companies who sell equipment to the IDF, for example Mayers Cars and Trucks in Ashdod.",http://www.inminds.co.uk/article.php?id=10424,Don't buy Volvo machinery. Don't sell Volvo machinery. Don't work for Volvo heavy machinery.,
Walker's,Potato snacks brand owned by PepsiCo,"The owner of Walker's, PepsiCo, bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.",https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall,Dont buy Walker's products. Don't sell Walker's products. Don't work for the PepsiCo Company.,"Supermarket own brand products. Eg. Aldi, Lidl."
Walls Ice Creams,Ice cream brand.,"Wall's Ice Creams is owned by Unilever. Ben & Jerry's is also owned by Unilever. When Ben & Jerry's decided to stop selling its products in Israel, Unilever sold off the Israeli distribution rights to Avi Zinger to circumvent their decision and to force Ben & Jerry's brand name to continue selling in Israel.",https://www.unilever.com/news/press-and-media/press-releases/2022/unilever-reaches-new-business-arrangement-for-ben-jerrys-in-israel/,Dont buy Wall's Ice Creams products. Don't sell Wall's Ice Creams products. Don't work for Unilever.,"Supermarket own brand products. Eg. Aldi, Lidl."
Walmart,"American multinational retail corporation that operates a chain of hypermarkets, discount department stores, and grocery stores.","Walmart was quick to pledge $1m to Israeli victims and condemned Hamas, however did not donate anything towards charities operating in Gaza for the victims of Israel's genocide.",https://www.jpost.com/business-and-innovation/article-770698,Dont shop at Walmart. Don't work for Walmart.,Local small supermarkets.
Waze,Israel based navigation app. Operations in Israel.,"Founder, Uri Levine, is a staunch zionist who is also ex-IDF (also founded moovit).",https://twitter.com/UriLevine1,Don't use Waze to navigate. Don't work for Waze..,"Use Google maps which is also on the list, but they don't earn revenue from it like waze does through advertising. Amigo (unverified)."
Wells Fargo,American multinational financial services company,"Wells Fargo was part of a $500m loan deal with a consortium of lenders, into Elbit Systems Ltd, the Israeli weapons manufacturer.",https://breachmedia.ca/revealed-bmo-bankrolled-israeli-weapons-maker-with-a-90m-loan/,Dont bank with Wells Fargo. Don't work for Wells Fargo. Don't invest with Wells Fargo.,
Wix,"Israeli owned website building tool. Based in Tel Aviv, Israel.",CEO Avishai Abrahami is a zionist who supports the IDF.,https://twitter.com/avishai_ab,"Don't use wix to build your website, use another service. Don't work for Wix.",Wordpress. Weebly. Squarespace.
Yum Foods,International fast food franchise owner,Yum Brands is an investor in Israeli start ups.,"https://www.calcalistech.com/ctech/articles/0,7340,L-3901254,00.html",Dont eat food from Yum Brands restaurants. Dont work in Yum Brands restaurants.,Eat at local family owned businesses.
Yves Saint Laurent Beauty / YSL Beauty,Partnership between fashion house YSL and L'Oreal to produce their beauty range.,"YSL Beauty is a partnership with L'Oreal, which is a 'warm friend of Israel'. After sending a letter to the Arab League with information helping the boycott, they paid a $1.4m fine and issued an apology, before fostering a new relationship with Israel, with heavy investment and even operating a factory in Occupied Palestine.",https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,Don't buy YSL Beauty products. Don't sell YSL Beauty products. Don't work for L'Oreal Groupe.,Huda beauty. Lush cosmetics. Sunnamusk.
